source,samples,labels,proba,success,test
cnd-rc565.en-1,892,41,0.6437920667225424,True,0
cnd-rc590.en-0,462,43,0.6360324024122466,True,0
cnd-rc64.fr-0,747,48,0.6271310663500678,True,0
cnd-rc64.fr-1,890,48,0.6429901162616718,True,0
cnd-rc64.fr-2,1760,53,0.667530320465147,True,0
cnd-rc66.en-0,1011,48,0.6402554595121633,True,0
cnd-rc66.en-1,1213,48,0.6699453893343881,True,0
cnd-rc66.en-2,1215,46,0.6642959318715759,True,0
cnd-rc66.en-3,1381,48,0.6546696538623283,True,0
cnd-rc66.en-4,1389,43,0.6636394040633591,True,0
cnd-rc66.en-5,1944,53,0.6593981372018655,True,1
cnd-rc665.en-0,1712,49,0.6438784700235526,True,1
cnd-rc684.fr-0,1184,53,0.654931817399373,True,1
cnd-rc684.fr-1,692,42,0.6572813505062104,True,0
cnd-rc684.fr-2,701,41,0.6446384324361046,True,0
cnd-rc684.fr-3,585,38,0.633327722408961,True,0
cnd-rc7190-ws.fr-0,856,50,0.6397546150511788,True,0
cnd-rc7190-ws.fr-1,757,45,0.6243924669721728,True,0
cnd-rc7190-ws.fr-2,929,51,0.6307736911280166,True,0
cnd-rc7190-ws.fr-3,700,41,0.625070291021939,True,0
cnd-rc7190-ws.fr-4,839,54,0.6223008418784838,True,0
cnd-rc7190-ws.fr-5,646,42,0.6281981942155358,True,0
cnd-rc7190-ws.fr-6,179,34,0.6024661895009157,True,0
cnd-rc7201.fr-0,872,44,0.6350782024818441,True,0
cnd-rc7201.fr-1,542,42,0.6300430847753362,True,1
cnd-rc7201.fr-2,1348,51,0.6495901979027171,True,1
cnd-rc7201.fr-3,2064,43,0.6455228522190775,True,0
cnd-rc7201.fr-4,1904,49,0.6347253725704894,True,0
cnd-rc7201.fr-5,993,46,0.6416977631025681,True,1
cnd-rc7204-1.fr-0,1289,44,0.6492564783964538,True,1
cnd-rc7204-1.fr-1,487,34,0.6469662285651047,True,0
cnd-rc7204-1.fr-2,1031,48,0.6466876224861253,True,0
cnd-rc7204-1.fr-3,1042,47,0.6370884692860872,True,0
cnd-rc7204-1.fr-4,2398,42,0.6491807792831439,True,1
cnd-rc7204-1.fr-5,2151,45,0.6484461084828975,True,0
cnd-rc7204-1.fr-6,2268,42,0.6451265010386071,True,0
cnd-rc7204-1.fr-7,1503,49,0.6429387537255631,True,0
cnd-rc7206.en-0,928,47,0.6379049233077875,True,0
cnd-rc7206.en-1,1202,51,0.638533912746471,True,0
cnd-rc7206.en-2,2383,50,0.6514585883900645,True,0
cnd-rc7206.en-3,2141,43,0.6568576130574599,True,0
cnd-rc7206.en-4,1705,48,0.6492087248845346,True,0
cnd-rc7206.en-5,891,43,0.6465653281524473,True,0
cnd-rc7207-1.fr-0,2432,54,0.6736414076107274,True,0
cnd-rc7207-1.fr-1,1806,58,0.6634463244589629,True,0
cnd-rc7207-1.fr-10,3401,51,0.6801428259556781,True,0
cnd-rc7207-1.fr-11,3015,54,0.6735941010311718,True,0
cnd-rc7207-1.fr-12,3801,53,0.6769002829444961,True,0
cnd-rc7207-1.fr-13,2351,52,0.6667486873873976,True,0
cnd-rc7207-1.fr-2,1905,53,0.6631267184926719,True,0
cnd-rc7207-1.fr-3,1333,49,0.6529912746940273,True,0
cnd-rc7207-1.fr-4,2211,54,0.6715411113890783,True,0
cnd-rc7207-1.fr-5,1549,52,0.6729313110454219,True,0
cnd-rc7207-1.fr-6,1528,52,0.6706265962197775,True,1
cnd-rc7207-1.fr-7,2236,57,0.6630967304297383,True,0
cnd-rc7207-1.fr-8,3012,52,0.6724820277902612,True,0
cnd-rc7207-1.fr-9,3120,58,0.674059003351248,True,0
cnd-rc7207.en-0,2103,53,0.6688624677831301,True,0
cnd-rc7207.en-1,1700,55,0.6605878245056922,True,0
cnd-rc7207.en-10,3249,53,0.6687144838872613,True,0
cnd-rc7207.en-11,3251,49,0.6841190338540313,True,0
cnd-rc7207.en-12,2915,47,0.6824256927129887,True,0
cnd-rc7207.en-13,2852,48,0.6717925222102898,True,0
cnd-rc7207.en-14,3166,51,0.6750301771161205,True,0
cnd-rc7207.en-2,1818,50,0.6546628595260725,True,0
cnd-rc7207.en-3,1340,47,0.6527104411124562,True,1
cnd-rc7207.en-4,2020,51,0.6594192594650522,True,1
cnd-rc7207.en-5,1341,48,0.6527279342014911,True,0
cnd-rc7207.en-6,1429,47,0.6769883690304129,True,0
cnd-rc7207.en-7,1920,56,0.6680532013941167,True,0
cnd-rc7207.en-8,2813,53,0.6752416358553965,True,1
cnd-rc7207.en-9,2973,53,0.6694162981240568,True,0
cnd-rc7209.en-0,665,42,0.6236469400447623,True,0
cnd-rc7209.en-1,1007,45,0.6440446248456411,True,0
cnd-rc7209.en-2,844,46,0.633444590995437,True,0
cnd-rc7209.en-3,850,47,0.6325439042209506,True,1
cnd-rc7209.en-4,1608,45,0.6367396881168288,True,0
cnd-rc7209.en-5,1997,48,0.6459524322885591,True,0
cnd-rc7209.en-6,1948,43,0.6411823653729025,True,0
cnd-rc7209.en-7,669,39,0.637576327109781,True,0
cnd-rc7210.en-0,997,41,0.6389016282535546,True,1
cnd-rc7210.en-1,741,48,0.6394204528425309,True,0
cnd-rc7210.en-2,872,45,0.6392513281517568,True,0
cnd-rc7210.en-3,641,40,0.629680176252207,True,0
cnd-rc7210.en-4,2150,44,0.6404499947920931,True,0
cnd-rc7210.en-5,1960,46,0.649400139484569,True,0
cnd-rc7210.en-6,1797,44,0.6478636791063663,True,1
cnd-rc7210.en-7,1616,45,0.6332139544910917,True,1
cnd-rc7210.en-8,421,37,0.6396122236175353,True,0
cnd-rc7211.fr-0,1033,45,0.6412188893604023,True,1
cnd-rc7211.fr-1,965,47,0.648354301135067,True,0
cnd-rc7211.fr-2,837,48,0.6461867715477356,True,0
cnd-rc7211.fr-3,693,44,0.6413206446837817,True,0
cnd-rc7211.fr-4,2039,48,0.6507517641697173,True,0
cnd-rc7211.fr-5,1820,46,0.6353473574239696,True,0
cnd-rc7211.fr-6,1959,42,0.6483035916103008,True,0
cnd-rc7211.fr-7,154,30,0.6360353974824422,True,0
cnd-rc7214.en-0,821,42,0.6303639349455215,True,0
cnd-rc7214.en-1,1046,42,0.6505690970672202,True,0
cnd-rc7214.en-2,1087,42,0.6552239072918316,True,0
cnd-rc7214.en-3,567,39,0.6493519494630478,True,0
cnd-rc7214.en-4,2011,45,0.6503806307749874,True,1
cnd-rc7214.en-5,2420,46,0.6464902342765897,True,0
cnd-rc7214.en-6,1791,42,0.6492930368421573,True,1
cnd-rc7214.en-7,1016,45,0.6357949222261026,True,0
cnd-rc7220-1.fr-0,667,45,0.6349991234054236,True,0
cnd-rc7220-1.fr-1,649,42,0.6364490659604995,True,0
cnd-rc7220-1.fr-2,1848,49,0.6415061475809087,True,0
cnd-rc7221.en-0,671,50,0.6278395441960649,True,0
cnd-rc7221.en-1,990,44,0.6585975715197008,True,0
cnd-rc7221.en-2,602,42,0.6480248417422656,True,0
cnd-rc7221.en-3,1791,44,0.6486196516694928,True,0
cnd-rc7221.en-4,2310,46,0.6489808725234985,True,0
cnd-rc7221.en-5,75,32,0.609636738370487,True,1
cnd-rc7245.en-0,1118,49,0.6456044253298704,True,1
cnd-rc7245.en-1,297,38,0.6120802719970302,True,0
cnd-rc7245.en-2,1040,46,0.6424750193376849,True,1
cnd-rc7246.en-0,640,45,0.6247791291219476,True,1
cnd-rc7246.en-1,558,41,0.6468813211415078,True,0
cnd-rc7260.fr-0,1753,57,0.6511895191276413,True,0
cnd-rc7260.fr-1,3514,61,0.6565304169310077,True,0
cnd-rc7260.fr-2,3410,60,0.65284358373093,True,1
cnd-rc7270.en-0,1090,49,0.6586920168969769,True,0
cnd-rc7270.en-1,1024,40,0.6619395428039173,True,0
cnd-rc7270.en-2,523,37,0.6365088887784608,True,0
cnd-rc7270.en-3,2682,41,0.662282121691769,True,0
cnd-rc7270.en-4,1212,50,0.6414436363216145,True,0
cnd-rc7291.fr-0,714,47,0.6283878110895795,True,1
cnd-rc7291.fr-1,736,48,0.633011640690187,True,0
cnd-rc7291.fr-2,384,33,0.6086912768656823,True,0
cnd-rc7291.fr-3,833,39,0.6450663506242788,True,0
cnd-rc7291.fr-4,533,36,0.6231058364267821,True,0
cnd-rc7291.fr-5,1154,46,0.6457900366727413,True,0
cnd-rc7291.fr-6,539,50,0.6263119819683362,True,0
cnd-rc7291.fr-7,356,44,0.609765196517575,True,1
cnd-rc7291.fr-8,769,44,0.6480123237618681,True,0
cnd-rc7301.en-0,1226,46,0.663717274077851,True,1
cnd-rc7301.en-1,981,50,0.6407549916058821,True,0
cnd-rc7301.en-2,2305,51,0.6714146138114272,True,0
cnd-rc7301.en-3,1189,53,0.6658186384580208,True,0
cnd-rc7301.en-4,874,45,0.650020857746821,True,0
cnd-rc7301.en-5,975,50,0.6394127849748269,True,0
cnd-rc7301.en-6,1485,50,0.6557003040547363,True,0
cnd-rc7301.en-7,1863,54,0.6715163947165359,True,0
cnd-rc7321.fr-0,1852,48,0.6459580349133801,True,0
cnd-rc7321.fr-1,1761,49,0.6559868801919337,True,0
cnd-t1-adj.en-0,1508,49,0.6616002905931093,True,0
cnd-t1-adj.en-1,1647,63,0.6490369597121601,True,0
cnd-t1-m.en-0,1830,47,0.6567139066274348,True,1
cnd-t1-m.en-1,1707,43,0.6601998875603505,True,0
cnd-t1-m.en-2,1377,43,0.6451975122860186,True,0
cnd-t1-m.en-3,584,42,0.6317178081096635,True,0
cnd-t1-m.en-4,511,42,0.6094898753933927,True,0
cnd-t1-m.en-5,470,41,0.6371112243329827,True,0
cnd-t1-ovp-alda.en-0,1658,51,0.6641742651322116,True,0
cnd-t1-ovp-alda.en-1,1130,49,0.6819695311122846,True,0
cnd-t1-ovp-s.en-0,1728,52,0.6676957520848105,True,0
cnd-t1-ovp-s.en-1,2112,51,0.6745009072804461,True,0
cnd-t1-ovp-s.en-2,1515,52,0.6700542645631469,True,1
cnd-t1-ovp-s.en-3,1561,55,0.6541063777059952,True,1
cnd-t1006.fr-0,2293,54,0.6753653968392735,True,0
cnd-t1006.fr-1,3285,56,0.6646617744125669,True,1
cnd-t100a-cert.fr-0,1036,41,0.6182384290683919,True,0
cnd-t100a-cert.fr-1,513,48,0.6395575612521432,True,0
cnd-t100b.fr-0,1692,61,0.6593874477067903,True,0
cnd-t100b.fr-1,615,40,0.6718027942746915,True,0
cnd-t1014-2.en-0,1751,52,0.6543410395053405,True,0
cnd-t1014-2.en-1,1468,45,0.6646622399285635,True,0
cnd-t101b.fr-0,2094,64,0.6593817037423468,True,0
cnd-t101b.fr-1,1244,61,0.6551598252748024,True,1
cnd-t101d.en-0,1344,57,0.6470515265850828,True,0
cnd-t101d.fr-0,1444,62,0.6442820497250737,True,0
cnd-t1024.en-0,1269,52,0.6554792107955391,True,0
cnd-t1043.fr-0,2393,48,0.6783798507116483,True,0
cnd-t1044.en-0,858,56,0.6249611674246555,True,0
cnd-t1044.en-1,877,48,0.6435848906223398,True,0
cnd-t1044.fr-0,1046,59,0.6295670356887448,True,0
cnd-t1044.fr-1,1121,51,0.6497814851812235,True,1
cnd-t1046.fr-0,1727,59,0.6373448017950535,True,0
cnd-t1079ws.en-0,1397,49,0.6490940366811092,True,1
cnd-t1079ws.en-1,1376,45,0.6404798089878619,True,0
cnd-t108.en-0,941,47,0.646944283128496,True,0
cnd-t10sum.fr-0,1980,53,0.6398693748295436,True,0
cnd-t1132.fr-0,1164,38,0.6433420735547906,True,0
cnd-t1132.fr-1,289,33,0.6362925268182572,True,0
cnd-t1136.en-0,620,45,0.6247163818343138,True,0
cnd-t1136.en-1,1000,47,0.6363063048320947,True,0
cnd-t1145.en-0,1435,51,0.6405699725511961,True,0
cnd-t1145.en-1,806,30,0.6712539563135722,True,0
cnd-t1159.en-0,677,52,0.6157200082454343,True,0
cnd-t1159.en-1,980,52,0.6420590868628444,True,1
cnd-t1159.fr-0,827,55,0.6238878532614943,True,0
cnd-t1159.fr-1,1197,55,0.6347097789225594,True,0
cnd-t1172.fr-0,1876,53,0.6634247279944467,True,1
cnd-t1172.fr-1,2126,54,0.6706384706235023,True,0
cnd-t1178.fr-0,782,52,0.6098780474024554,True,0
cnd-t1178.fr-1,480,46,0.6166927769216654,True,0
cnd-t1178.fr-2,460,49,0.590432552618554,True,1
cnd-t1178.fr-3,617,41,0.6012119343321505,True,0
cnd-t1178.fr-4,1063,52,0.6627406938256463,True,0
cnd-t1221.fr-0,1735,46,0.6493102251072487,True,0
cnd-t123.en-0,1079,44,0.6496331587331262,True,0
cnd-t1240.fr-0,1438,52,0.6572064643117129,True,0
cnd-t1240.fr-1,2369,54,0.6585529590918583,True,0
cnd-t1241.en-0,821,48,0.6280304459143113,True,0
cnd-t1256-1.fr-0,1162,54,0.6375128462603324,True,0
cnd-t1261.en-0,748,47,0.6302820747543809,True,0
cnd-t1261.en-1,2421,49,0.6484042726355865,True,0
cnd-t1261.fr-0,970,51,0.6510188086874474,True,0
cnd-t1261.fr-1,3286,57,0.6599279756667443,True,0
cnd-t1273.en-0,1324,47,0.644686632051925,True,0
cnd-t1273.en-1,2365,44,0.6482629735110691,True,0
cnd-t1273.en-2,930,51,0.6573134656784635,True,0
cnd-t1273.en-3,987,51,0.6532765765656922,True,0
cnd-t1273.en-4,876,50,0.6407026583407026,True,0
cnd-t1273.en-5,92,19,0.5968152604805113,True,1
cnd-t1273.en-6,973,51,0.6643244238792991,True,0
cnd-t1273.fr-0,1446,50,0.6434186560940874,True,0
cnd-t1273.fr-1,2531,52,0.6556618343593281,True,0
cnd-t1273.fr-2,1103,57,0.665662323312679,True,0
cnd-t1273.fr-3,1218,54,0.6663674993638457,True,0
cnd-t1273.fr-4,841,50,0.6380602497430152,True,0
cnd-t1273.fr-5,393,43,0.6839672251689335,True,0
cnd-t1273.fr-6,122,28,0.6133174699740602,True,0
cnd-t1273.fr-7,1108,60,0.6671468438232964,True,0
cnd-t1285.en-0,1238,48,0.661555011118959,True,0
cnd-t1288.en-0,1635,56,0.6234117190669852,True,0
cnd-t1288.en-1,889,44,0.6164698651630883,True,0
cnd-t1288.en-2,519,38,0.6558002103061257,True,0
cnd-t1299.fr-0,1226,51,0.6272381549329489,True,0
cnd-t137.fr-0,1827,54,0.6407852624394262,True,0
cnd-t183trust.en-0,1290,51,0.6502535337554782,True,0
cnd-t183trust.en-1,1066,44,0.6688951041993093,True,0
cnd-t186.fr-0,1195,44,0.6481194527951633,True,0
cnd-t186.fr-1,1540,51,0.6541442800349426,True,1
cnd-t1b.fr-0,1436,46,0.6424030893147292,True,0
cnd-t1e-ovp.en-0,2493,52,0.6519360324551784,True,0
cnd-t1e-ovp.en-1,2273,54,0.646359075164565,True,0
cnd-t2.fr-0,1769,63,0.6524675255827638,True,0
cnd-t2.fr-1,2522,57,0.6476641037929826,True,0
cnd-t2.fr-2,2006,59,0.6541960540616526,True,0
cnd-t2.fr-3,1904,53,0.6712312290641554,True,0
cnd-t2.fr-4,1590,59,0.6573817886668522,True,0
cnd-t2.fr-5,475,46,0.6399414883045298,True,1
cnd-t2.fr-6,1333,56,0.648954745193963,True,0
cnd-t2.fr-7,1409,55,0.6471297297926789,True,0
cnd-t2.fr-8,1540,61,0.641173691825311,True,0
cnd-t2000.fr-0,1354,58,0.6489497117778409,True,1
cnd-t2000.fr-1,680,47,0.6332004367592559,True,0
cnd-t2002.fr-0,1513,55,0.6583428581103486,True,0
cnd-t2002.fr-1,395,38,0.6237158019761444,True,0
cnd-t2004.fr-0,1573,52,0.6488941343435964,True,0
cnd-t2010.en-0,1657,49,0.6563207474375625,True,1
cnd-t2011.en-0,819,48,0.6335703799848633,True,1
cnd-t2011.en-1,413,39,0.6481986944720363,True,0
cnd-t2012.en-0,978,45,0.6323137296157918,True,0
cnd-t2012.en-1,1308,50,0.6512256316459705,True,0
cnd-t2019.en-0,1081,47,0.6502467651964935,True,0
cnd-t2019.en-1,2398,43,0.6757102756596024,True,0
cnd-t2027.fr-0,1279,54,0.6488047793197577,True,0
cnd-t2027.fr-1,527,47,0.6380035311812202,True,0
cnd-t2038-ind.fr-0,927,49,0.6329990197655196,True,0
cnd-t2038-ind.fr-1,1788,53,0.6444074725477786,True,0
cnd-t2038-ind.fr-2,1324,48,0.6475179209383753,True,1
cnd-t2038-ind.fr-3,1515,52,0.6418106077806732,True,0
cnd-t2038-ind.fr-4,1238,53,0.6285452069124687,True,1
cnd-t2038-ind.fr-5,1231,57,0.638473547542671,True,1
cnd-t2038-ind.fr-6,830,47,0.6428650732796017,True,0
cnd-t2038-ind.fr-7,831,41,0.6352505973316841,True,0
cnd-t2038-ind.fr-8,1011,44,0.6467680321650647,True,0
cnd-t2038-ind.fr-9,1275,55,0.6335323168574531,True,0
cnd-t2039.fr-0,2008,53,0.6627264974972457,True,0
cnd-t2039.fr-1,702,40,0.6813061630915214,True,0
cnd-t2039.fr-2,988,50,0.6588452420047324,True,0
cnd-t2042.fr-0,648,47,0.6338727428218857,True,0
cnd-t2042.fr-1,185,38,0.4555599394231445,True,0
cnd-t2042.fr-2,611,45,0.5814943293525882,True,1
cnd-t2042.fr-3,1063,58,0.6513993954481505,True,1
cnd-t2042.fr-4,1549,54,0.677802630108373,True,0
cnd-t2042.fr-5,2631,60,0.6755426545406892,True,0
cnd-t2042.fr-6,1254,54,0.6540990170002221,True,0
cnd-t2042.fr-7,1344,56,0.6526235000491801,True,1
cnd-t2047.fr-0,1711,59,0.6446923232636853,True,0
cnd-t2054.fr-0,1945,62,0.6496404815364195,True,0
cnd-t2054.fr-1,393,47,0.6451256443419406,True,0
cnd-t2054.fr-2,423,43,0.6338165169537018,True,0
cnd-t2054.fr-3,953,54,0.6534828653107214,True,0
cnd-t2054.fr-4,1009,52,0.6493505636527778,True,1
cnd-t2057.fr-0,1190,53,0.6429831827596826,True,0
cnd-t2057.fr-1,1864,63,0.6572816067746486,True,1
cnd-t2057.fr-2,1306,53,0.6411140279256042,True,0
cnd-t2057.fr-3,800,45,0.6328804955254965,True,1
cnd-t2057.fr-4,741,44,0.6362156220593389,True,1
cnd-t2057.fr-5,753,44,0.6313984128700196,True,0
cnd-t2057.fr-6,500,42,0.6916296310528844,True,0
cnd-t2062asch1.en-0,369,41,0.5883486532391885,True,0
cnd-t2062b.fr-0,798,47,0.6353206985879449,True,0
cnd-t2062b.fr-1,737,45,0.6322154298043187,True,1
cnd-t2062b.fr-2,732,46,0.6330284410448305,True,0
cnd-t2062b.fr-3,531,40,0.6397577366981128,True,0
cnd-t2091ind.en-0,1525,45,0.6454048028207471,True,0
cnd-t2091ind.en-1,1286,49,0.6387849820185272,True,0
cnd-t2091ind.en-2,934,43,0.6182442699291912,True,0
cnd-t2091ind.en-3,229,36,0.6093200585514992,True,0
cnd-t2100.en-0,1583,53,0.6514038115126424,True,1
cnd-t2121.en-0,693,48,0.6178487946095997,True,0
cnd-t2121.en-1,907,52,0.6474393632243574,True,1
cnd-t2121.en-2,552,48,0.620337949132862,True,0
cnd-t2121.en-3,891,46,0.6386275298764549,True,0
cnd-t2121.en-4,2166,53,0.6632362614048143,True,1
cnd-t2121.en-5,922,48,0.6659127192953391,True,0
cnd-t2121.en-6,1107,53,0.64747263306177,True,0
cnd-t2125.en-0,532,45,0.6279508969115422,True,0
cnd-t2125.en-1,1722,54,0.6540165500279651,True,0
cnd-t2125.en-2,1033,53,0.6375652603065648,True,0
cnd-t2125.en-3,783,50,0.6345845854221851,True,1
cnd-t2125.en-4,947,46,0.6395384682607631,True,0
cnd-t2125.en-5,2149,53,0.6629128298669987,True,0
cnd-t2125.en-6,914,47,0.666573456293941,True,0
cnd-t2125.en-7,1159,54,0.6485642778364364,True,0
cnd-t215.en-0,1286,47,0.6138851603935227,True,0
cnd-t215.en-1,3834,59,0.6061241718919925,True,0
cnd-t2152.en-0,1041,50,0.6506093863501696,True,0
cnd-t2152.en-1,1160,47,0.6509045929890713,True,0
cnd-t2152.en-2,2090,48,0.6685942076522232,True,1
cnd-t2152.en-3,1494,50,0.6521292754552307,True,0
cnd-t2157.en-0,1628,52,0.6451973367499881,True,0
cnd-t2157.en-1,827,43,0.6814248579927159,True,1
cnd-t2183.fr-0,1207,50,0.6500897312853794,True,0
cnd-t2183.fr-1,1491,51,0.6488802139535048,True,0
cnd-t2200.fr-0,1086,50,0.6431366307710003,True,0
cnd-t2200.fr-1,1041,42,0.6655805425292345,True,0
cnd-t2200.fr-2,932,37,0.6479964500108871,True,0
cnd-t2201.en-0,744,42,0.6347183967687579,True,0
cnd-t2201.en-1,1111,47,0.658633934819516,True,0
cnd-t2201.en-10,856,45,0.6498675703293317,True,0
cnd-t2201.en-11,623,46,0.648809346022903,True,0
cnd-t2201.en-12,940,43,0.6531566974967598,True,0
cnd-t2201.en-13,834,45,0.6565772839825463,True,0
cnd-t2201.en-14,1568,51,0.6660061779963334,True,0
cnd-t2201.en-15,1309,58,0.6500421404134296,True,1
cnd-t2201.en-2,1135,44,0.676093602995552,True,0
cnd-t2201.en-3,910,47,0.6617559846009636,True,0
cnd-t2201.en-4,1032,49,0.6555037793949815,True,0
cnd-t2201.en-5,987,51,0.6491323102478903,True,0
cnd-t2201.en-6,933,51,0.6548319066504816,True,0
cnd-t2201.en-7,1143,50,0.6671433230278949,True,0
cnd-t2201.en-8,1156,50,0.6602409416242931,True,1
cnd-t2201.en-9,1115,49,0.667159861536489,True,0
cnd-t2210.en-0,1206,47,0.6659379795676712,True,0
cnd-t2220.fr-0,1735,48,0.6624358996262668,True,0
cnd-t2220.fr-1,3624,56,0.6605831743461141,True,1
cnd-t224.fr-0,739,53,0.6185786959589881,True,0
cnd-t225.en-0,544,46,0.6147678932264611,True,0
cnd-t2sch10.en-0,1595,57,0.6481335346400834,True,0
cnd-t2sch10.en-1,724,46,0.6545145735404185,True,0
cnd-t2sch10.en-2,768,51,0.6522291440807162,True,0
cnd-t2sch10.en-3,913,49,0.6385711963671744,True,0
cnd-t2sch10.fr-0,1939,61,0.6516173583871652,True,0
cnd-t2sch10.fr-1,833,48,0.6511893373445824,True,0
cnd-t2sch10.fr-2,942,55,0.6603357798589391,True,0
cnd-t2sch10.fr-3,1166,54,0.653699473800713,True,0
cnd-t2sch100.fr-0,559,46,0.6407619447672799,True,1
cnd-t2sch100.fr-1,905,51,0.6329153171299559,True,1
cnd-t2sch19.en-0,454,46,0.6454180901432017,True,0
cnd-t2sch2.fr-0,1475,54,0.6510101582699739,True,0
cnd-t2sch2.fr-1,1533,52,0.6504090321564143,True,0
cnd-t2sch2.fr-2,718,40,0.629827168022135,True,0
cnd-t2sch2.fr-3,929,44,0.6398255694198454,True,0
cnd-t2sch21.en-0,1315,48,0.6517807524497093,True,0
cnd-t2sch21.en-1,1180,56,0.6613010088522242,True,0
cnd-t2sch21.en-2,884,53,0.6335792730692819,True,0
cnd-t2sch21.en-3,463,40,0.6345439798077606,True,1
cnd-t2sch21.en-4,1282,45,0.6415988342294047,True,0
cnd-t2sch21.fr-0,1704,52,0.6596029036928268,True,0
cnd-t2sch21.fr-1,1337,60,0.6560701518175146,True,0
cnd-t2sch21.fr-2,1148,59,0.6405707589264418,True,0
cnd-t2sch21.fr-3,605,42,0.6263044047048653,True,1
cnd-t2sch21.fr-4,1744,52,0.6600566955643905,True,0
cnd-t2sch24.en-0,673,52,0.6222141167601262,True,1
cnd-t2sch27.en-0,1553,47,0.6630869041422359,True,0
cnd-t2sch27.en-1,1107,49,0.6557118319601931,True,0
cnd-t2sch27.en-2,1393,50,0.6478467362771189,True,1
cnd-t2sch27.en-3,917,52,0.64263505622861,True,0
cnd-t2sch27.en-4,1046,42,0.6563681825453743,True,1
cnd-t2sch27.en-5,775,49,0.6483461842289658,True,0
cnd-t2sch27.en-6,896,44,0.6511574469020488,True,1
cnd-t2sch27.en-7,521,50,0.6269993788562894,True,0
cnd-t2sch27.en-8,1700,46,0.6602070611443261,True,0
cnd-t2sch3.en-0,1509,53,0.6525047470290367,True,0
cnd-t2sch3.en-1,1779,50,0.6702518733475779,True,0
cnd-t2sch3.en-2,1064,52,0.6558458414397289,True,0
cnd-t2sch3.en-3,289,38,0.6420798897745147,True,0
cnd-t2sch301.fr-0,1377,59,0.6542179244229657,True,0
cnd-t2sch302.en-0,288,47,0.6219345240217075,True,1
cnd-t2sch304.fr-0,1206,52,0.6379515157299334,True,0
cnd-t2sch304.fr-1,803,45,0.6337395214440354,True,0
cnd-t2sch31.fr-0,2954,61,0.6591574196646954,True,0
cnd-t2sch31.fr-1,858,48,0.6645208430235547,True,1
cnd-t2sch31.fr-10,397,40,0.650058520685307,True,0
cnd-t2sch31.fr-11,1401,51,0.6601462981580625,True,0
cnd-t2sch31.fr-2,1857,57,0.6566682034595529,True,0
cnd-t2sch31.fr-3,810,48,0.629676478001906,True,0
cnd-t2sch31.fr-4,1304,55,0.671879303126224,True,1
cnd-t2sch31.fr-5,1213,53,0.6401786079237434,True,0
cnd-t2sch31.fr-6,724,48,0.6301693190470905,True,0
cnd-t2sch31.fr-7,1944,54,0.6561627465336072,True,0
cnd-t2sch31.fr-8,489,46,0.6385680721326862,True,0
cnd-t2sch31.fr-9,1289,52,0.6549016157408157,True,0
cnd-t2sch311.fr-0,1761,51,0.6627230005409808,True,0
cnd-t2sch311.fr-1,491,40,0.6378728224191107,True,1
cnd-t2sch311.fr-2,1291,49,0.655834264226292,True,0
cnd-t2sch311.fr-3,932,43,0.6529333426364751,True,1
cnd-t2sch322.en-0,820,45,0.6309850660486762,True,0
cnd-t2sch33.fr-0,1597,54,0.642179182441935,True,0
cnd-t2sch33.fr-1,1339,43,0.646062324252843,True,0
cnd-t2sch33.fr-2,1350,49,0.6653794330483714,True,1
cnd-t2sch340.en-0,893,46,0.6476532025756013,True,0
cnd-t2sch340.en-1,1369,49,0.6575509606162667,True,0
cnd-t2sch340.en-2,510,42,0.6480201863223971,True,0
cnd-t2sch343.fr-0,1446,65,0.6675303850978022,True,0
cnd-t2sch344.en-0,1384,59,0.6272812089914763,True,0
cnd-t2sch344.en-1,206,36,0.5835787429008947,True,0
cnd-t2sch349.en-0,982,48,0.6417634411412955,True,1
cnd-t2sch349.en-1,753,45,0.651353992455881,True,0
cnd-t2sch35.fr-0,1480,58,0.6424504148834773,True,0
cnd-t2sch35.fr-1,2096,53,0.662608986786692,True,0
cnd-t2sch35.fr-2,1401,50,0.6570878454337932,True,0
cnd-t2sch35.fr-3,939,56,0.6302681876262414,True,0
cnd-t2sch351.fr-0,385,46,0.6469169163397928,True,0
cnd-t2sch362.en-0,1116,55,0.6659510304338038,True,0
cnd-t2sch367.fr-0,1415,59,0.636365489197228,True,0
cnd-t2sch367.fr-1,642,43,0.6453824153508543,True,0
cnd-t2sch387.en-0,1487,51,0.6562522486535577,True,1
cnd-t2sch387.en-1,896,48,0.6528608275428701,True,0
cnd-t2sch388.en-0,1435,49,0.6521342224359507,True,0
cnd-t2sch388.en-1,1090,43,0.6359376764909034,True,1
cnd-t2sch388.en-2,807,44,0.62583821801363,True,0
cnd-t2sch388.en-3,1289,45,0.6367900486279054,True,0
cnd-t2sch388.en-4,662,45,0.6316412515887825,True,0
cnd-t2sch403.en-0,1789,49,0.647613625909143,True,0
cnd-t2sch403.en-1,560,45,0.637585866525454,True,0
cnd-t2sch403.en-2,1268,50,0.6472616513578024,True,0
cnd-t2sch403.en-3,646,48,0.622759144570734,True,0
cnd-t2sch421.fr-0,2466,64,0.6468027307499046,True,0
cnd-t2sch421.fr-1,2422,57,0.6465746606287639,True,0
cnd-t2sch427.en-0,656,48,0.6131249229922231,True,0
cnd-t2sch43.fr-0,1916,57,0.6513209280367714,True,0
cnd-t2sch43.fr-1,1127,53,0.6493750010133861,True,0
cnd-t2sch43.fr-2,833,47,0.6396618512363307,True,0
